track_name,popularity,artists_names,artist_genres,danceability,energy
Chicks Dig It - Single Edit,61,Chris Cagle,contemporary country;country;country road,0.596,0.921
The Quiet Things That No One Ever Knows,63,Brand New,emo;pop punk;screamo,0.202,0.797
Who Am I,67,Casting Crowns,ccm;christian alternative rock;christian music,0.545,0.472
Nothing On But The Radio,61,Gary Allan,contemporary country;country;country road,0.679,0.736
One Thing,61,Finger Eleven,alternative metal;canadian rock;funk metal;nu metal;post-grunge,0.588,0.555
"Me, Myself and I",65,Beyoncé,pop;r&b,0.75,0.458
Hero (feat. Josey Scott),69,Chad Kroeger;Josey Scott,,0.427,0.843
No Children,63,The Mountain Goats,anti-folk;chamber pop;folk punk;indie rock;lo-fi;melancholia;new weird america,0.607,0.411
One Call Away,64,Chingy;Jason Weaver,crunk;dirty south rap;hip pop;pop rap;r&b;southern hip hop,0.765,0.821
Dance with Me,65,Orleans,soft rock;yacht rock,0.565,0.392
Pet,62,A Perfect Circle,alternative metal;alternative rock;nu metal;rock;supergroup,0.542,0.806
White Flag,60,Dido,dance pop;europop;lilith;neo mellow;pop rock,0.509,0.538
He's a Pirate,66,Klaus Badelt,german soundtrack;orchestral soundtrack;soundtrack,0.465,0.687
Figured You Out,64,Nickelback,alternative metal;canadian rock;post-grunge,0.544,0.867
The Artist In The Ambulance,63,Thrice,post-hardcore;screamo,0.522,0.88
Andar Conmigo,75,Julieta Venegas,cantautora mexicana;latin alternative;latin pop;latin rock;rock en espanol,0.77,0.585
Gone,68,Jack Johnson,neo mellow,0.816,0.338
Nemo Egg (Main Title),65,Thomas Newman,orchestral soundtrack;soundtrack,0.164,0.0248
This One's for the Girls,63,Martina McBride,contemporary country;country;country dawn;country road,0.613,0.801
Girl's Not Grey,63,AFI,alternative metal;nu metal;pop punk;post-grunge;punk;screamo,0.389,0.905
The Outsider,66,A Perfect Circle,alternative metal;alternative rock;nu metal;rock;supergroup,0.328,0.843
(Can't Get My) Head Around You,70,The Offspring,alternative metal;permanent wave;post-grunge;punk;rock;skate punk;socal pop punk,0.539,0.814
Gritaría,68,Los Telez,cumbia sonidera;grupera;musica poblana,0.802,0.547
How Do I Live,70,LeAnn Rimes,contemporary country;country;country dawn;country road,0.577,0.462
"I Just Can't Wait to Be King - From ""The Lion King"" Soundtrack",62,Jason Weaver;Rowan Atkinson;Laura Williams,movie tunes,0.696,0.684
Everybody's Fool,70,Evanescence,alternative metal,0.437,0.835
Officer,61,Slightly Stoopid,reggae fusion;reggae rock,0.722,0.869
Fazers,63,King Geedorah,alternative hip hop,0.423,0.965
Right Now,62,Korn,alternative metal;funk metal;hard rock;nu metal;post-grunge;rap metal;rock,0.56,0.935
Estoy A Punto,60,Bronco El Gigante de America,banda;grupera;musica mexicana;norteno,0.779,0.677
What Ever Happened?,66,The Strokes,alternative rock;garage rock;modern rock;permanent wave;rock,0.547,0.596
When U Love Somebody,60,Fruit Bats,chamber pop;indie folk;indie rock;new americana;stomp and holler,0.723,0.763
"December, 1963 (Oh What a Night!)",63,Frankie Valli & The Four Seasons,adult standards;bubblegum pop;doo-wop;lounge;northern soul;rock-and-roll;rockabilly,0.727,0.588
Te Va A Doler,74,Maelo Ruiz,salsa;salsa puertorriquena;tropical,0.606,0.839
Sun Doesn't Rise,62,Mushroomhead,alternative metal;cleveland metal;industrial metal;nu metal;rap metal,0.376,0.988
Fly from the Inside,59,Shinedown,alternative metal;nu metal;post-grunge,0.482,0.916
Go To Sleep,66,Eminem;DMX;Obie Trice,detroit hip hop;hip hop;rap,0.571,0.861
Hey Ya!,64,Outkast,atl hip hop;dirty south rap;hip hop;old school atlanta hip hop;rap;southern hip hop,0.715,0.97
Why Can't I?,60,Liz Phair,alternative pop;alternative rock;candy pop;lilith;new wave pop;permanent wave;singer-songwriter,0.487,0.759
Yo Soy Tu Maestro,61,Los Telez,cumbia sonidera;grupera;musica poblana,0.818,0.476
Breaking the Habit,58,Linkin Park,alternative metal;nu metal;post-grunge;rap metal;rock,0.579,0.849
Magic Stick,61,Lil' Kim,dance pop;east coast hip hop;gangster rap;hip hop;hip pop;pop rap;r&b;rap;southern hip hop;trap queen;urban contemporary,0.849,0.499
Diary (feat. Tony! Toni! Tone! & Jermaine Paul),61,Alicia Keys;Tony! Toni! Toné!;Jermaine Paul,neo soul;pop;r&b,0.663,0.465
Te Invito,69,Aventura,bachata;bachata dominicana;latin hip hop;latin pop;tropical;urbano latino,0.835,0.53
A Favor House Atlantic,61,Coheed and Cambria,modern alternative rock,0.294,0.97
Milkshake - Radio Mix,58,Kelis,dance pop;hip pop;neo soul;urban contemporary,0.891,0.77
True To Myself,66,Ziggy Marley,reggae;roots reggae,0.88,0.564
I Miss You,78,blink-182,alternative metal;modern rock;pop punk;punk;rock;socal pop punk,0.423,0.714
The Jump Off,60,Lil' Kim,dance pop;east coast hip hop;gangster rap;hip hop;hip pop;pop rap;r&b;rap;southern hip hop;trap queen;urban contemporary,0.837,0.736
Public Service Announcement (Interlude),62,JAY-Z,east coast hip hop;gangster rap;hip hop;pop rap;rap,0.446,0.96
Out Of Control,66,Hoobastank,alternative metal;funk metal;nu metal;pop rock;post-grunge,0.443,0.973
Plush - Acoustic,66,Stone Temple Pilots,alternative metal;alternative rock;classic rock;grunge;hard rock;nu metal;post-grunge;rock,0.643,0.364
Holidae In,60,Chingy;Ludacris;Snoop Dogg,crunk;dirty south rap;hip pop;pop rap;r&b;southern hip hop,0.81,0.791
American Soldier,59,Toby Keith,classic oklahoma country;contemporary country;country;country road,0.565,0.541
Automatic Stop,64,The Strokes,alternative rock;garage rock;modern rock;permanent wave;rock,0.675,0.535
Las Águilas Andan Solas,64,Beto Quintanilla,corrido;musica mexicana;norteno;sierreno,0.798,0.707
Jefe De Jefes,65,Los Tigres Del Norte,musica mexicana;norteno;ranchera,0.767,0.612
Charlene,62,Anthony Hamilton,contemporary r&b;neo soul;new jack swing;r&b;urban contemporary,0.556,0.346
What Dreams Are Made Of,63,Hilary Duff,dance pop;pop;post-teen pop,0.62,0.915
Bandido,69,Ana Bárbara,grupera;mexican pop;musica mexicana,0.802,0.849
Way Away,62,Yellowcard,alternative metal;pop punk;post-grunge;socal pop punk,0.357,0.959
Sh-Boom,57,The Chords,,0.676,0.448
All Night Long (All Night) - Single Version,63,Lionel Richie,soft rock,0.739,0.576
Weak And Powerless,63,A Perfect Circle,alternative metal;alternative rock;nu metal;rock;supergroup,0.483,0.841
Come Clean,62,Hilary Duff,dance pop;pop;post-teen pop,0.577,0.892
The Only,66,Static-X,alternative metal;industrial metal;industrial rock;nu metal;post-grunge;rap metal,0.428,0.979
Almost Home,58,Craig Morgan,contemporary country;country;country road,0.525,0.481
Don't Stay,59,Linkin Park,alternative metal;nu metal;post-grunge;rap metal;rock,0.488,0.995
Damn! (feat. Lil' Jon) - Club Mix,59,Youngbloodz;Lil Jon,atl hip hop;crunk;dirty south rap;old school atlanta hip hop,0.772,0.724
Mientes Tan Bien,74,Sin Bandera,latin arena pop;latin pop;mexican pop,0.607,0.188
La Botella (Dos Botellas De Mescal),61,Los Morros Del Norte,norteno;tololoche,0.786,0.605
Miss Independent,59,Kelly Clarkson,dance pop;pop;talent show,0.655,0.623
From the Inside,61,Linkin Park,alternative metal;nu metal;post-grunge;rap metal;rock,0.466,0.965
Read Your Mind,59,Avant,contemporary r&b;r&b;urban contemporary,0.755,0.381
What Up Gangsta,59,50 Cent,east coast hip hop;gangster rap;hip hop;pop rap;queens hip hop;rap,0.68,0.767
Stand Up,61,Ludacris;Shawnna,atl hip hop;dance pop;dirty south rap;hip hop;old school atlanta hip hop;pop rap;rap;southern hip hop;trap,0.751,0.84
Always on My Mind - 2003 Remaster,59,Pet Shop Boys,dance rock;new romantic;new wave;new wave pop;permanent wave;synthpop,0.533,0.889
Oxy Cotton,59,Lil Wyte,country rap;crunk;dirty south rap;memphis hip hop,0.816,0.578
In Those Jeans,62,Ginuwine,contemporary r&b;hip pop;r&b;urban contemporary,0.691,0.541
Lento,71,Julieta Venegas,cantautora mexicana;latin alternative;latin pop;latin rock;rock en espanol,0.762,0.745
Taylor,65,Jack Johnson,neo mellow,0.805,0.729
The Hardest Button to Button,65,The White Stripes,alternative rock;blues rock;detroit rock;garage rock;modern blues rock;permanent wave;punk blues;rock,0.694,0.515
Voice of Truth,60,Casting Crowns,ccm;christian alternative rock;christian music,0.511,0.64
"Never Leave You (Uh Oooh, Uh Oooh)",65,Lumidee,hip pop,0.811,0.657
I Got A Feelin',57,Billy Currington,contemporary country;country;country road,0.653,0.724
Fantasy (feat. O.D.B.),61,Mariah Carey;Ol' Dirty Bastard,dance pop;pop;urban contemporary,0.837,0.548
Wanksta,58,50 Cent,east coast hip hop;gangster rap;hip hop;pop rap;queens hip hop;rap,0.806,0.867
Hit the Floor,57,Linkin Park,alternative metal;nu metal;post-grunge;rap metal;rock,0.74,0.959
"13 Pieces, Op. 76: No. 3 Carillon",63,Jean Sibelius;Håvard Gimse,classical;finnish classical;impressionism;post-romantic era,0.253,0.0151
Métele Sazón,67,Luny Tunes;Noriega;Tego Calderón,reggaeton;urbano latino,0.847,0.663
Lady Brown (feat. Cise Starr from CYNE),63,Nujabes;Cise Starr,chillhop;downtempo;instrumental hip hop;japanese chillhop;japanese old school hip hop;jazz rap,0.499,0.874
Bomb Intro / Pass That Dutch,60,Missy Elliott,dance pop;hip hop;hip pop;neo soul;pop rap;r&b;rap;urban contemporary;virginia hip hop,0.899,0.645
This Will Be (An Everlasting Love) - 2003 Remaster,65,Natalie Cole,adult standards;disco;quiet storm;soul;vocal jazz,0.682,0.605
The District Sleeps Alone Tonight - Remastered,57,The Postal Service,chamber pop;indie rock;indietronica;seattle indie,0.63,0.752
Faint,56,Linkin Park,alternative metal;nu metal;post-grunge;rap metal;rock,0.554,0.978
Dead on Arrival,59,Fall Out Boy,emo;modern rock;pop;pop punk;rock,0.543,0.968
Shake That Monkey (feat. Lil' Jon & The EastSide Boyz),56,Too $hort;Lil Jon;Eastside Boyz,cali rap;gangster rap;golden age hip hop;hyphy;oakland hip hop;west coast rap,0.937,0.695
Saturday,58,Fall Out Boy,emo;modern rock;pop;pop punk;rock,0.48,0.929
Anti-Matter,61,King Geedorah;Mr Fantastik,alternative hip hop,0.865,0.752
"Ven, Te Necesito",68,Lilly Goodman;Jesús Adrián Romero,latin christian,0.671,0.671
Hermanita,65,Aventura,bachata;bachata dominicana;latin hip hop;latin pop;tropical;urbano latino,0.863,0.536
Stupid Girl,57,Cold,alternative metal;industrial metal;nu metal;post-grunge,0.43,0.868
Fall Back Down,61,Rancid,punk;ska;skate punk,0.525,0.989
Never Scared (feat. Killer Mike & T.I.) - Club Mix,59,Bone Crusher;Killer Mike;T.I.,atl hip hop;crunk;dirty south rap;old school atlanta hip hop,0.586,0.927
"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",60,Stephen Schwartz;Kristin Chenoweth;Idina Menzel;Stephen Oremus;Alex Lacamoire,broadway;show tunes,0.333,0.377
This Is The New S**t,60,Marilyn Manson,alternative metal;hard rock;industrial;industrial metal;industrial rock;nu metal;post-grunge;rock,0.566,0.869
Wasting Time,60,Jack Johnson,neo mellow,0.859,0.663
24's (Vocals Only),57,T.I.,atl hip hop;dirty south rap;gangster rap;hip hop;pop rap;rap;southern hip hop;trap,0.739,0.725
Like A Pimp,60,David Banner;Lil' Flip,conscious hip hop;crunk;dirty south rap;mississippi hip hop;southern hip hop,0.844,0.846
Dalo Por Hecho,57,Bronco El Gigante de America,banda;grupera;musica mexicana;norteno,0.423,0.732
Antes,71,Obie Bermudez,latin pop;puerto rican pop,0.539,0.566
Somewhere I Belong,57,Linkin Park,alternative metal;nu metal;post-grunge;rap metal;rock,0.451,0.951
Times Like These,67,Jack Johnson,neo mellow,0.825,0.459
Frijolero,71,Molotov,latin alternative;latin hip hop;latin rock;mexican hip hop;mexican rock;rock en espanol,0.774,0.653
El Gigante De Hierro,64,Grupo Sonador,cumbia sonidera;grupera;musica poblana,0.865,0.627
Killin' Time,59,Clint Black,contemporary country;country;country road,0.714,0.522
Prototype,61,Outkast,atl hip hop;dirty south rap;hip hop;old school atlanta hip hop;rap;southern hip hop,0.643,0.376
Traffic In The Sky,64,Jack Johnson,neo mellow,0.781,0.484
Sic Transit Gloria ... Glory Fades,59,Brand New,emo;pop punk;screamo,0.645,0.704
Love Calls,58,Kem,contemporary r&b;neo soul;new jack swing;quiet storm;r&b;urban contemporary,0.812,0.526
Hotel California - 2013 Remaster,58,Eagles,album rock;classic rock;heartland rock;mellow gold;rock;soft rock;yacht rock,0.579,0.508
Figure.09,57,Linkin Park,alternative metal;nu metal;post-grunge;rap metal;rock,0.518,0.951
Get Up Offa That Thing,64,James Brown,funk;soul,0.864,0.813
"On My Way - From ""Brother Bear""/Soundtrack Version",62,Phil Collins,rock drums;soft rock,0.61,0.698
Hit That,68,The Offspring,alternative metal;permanent wave;post-grunge;punk;rock;skate punk;socal pop punk,0.704,0.809
La Cumbia De La Cerveza,61,Grupo Sonador,cumbia sonidera;grupera;musica poblana,0.688,0.725
Plush,62,Stone Temple Pilots,alternative metal;alternative rock;classic rock;grunge;hard rock;nu metal;post-grunge;rock,0.417,0.913
The Sound of Settling,59,Death Cab for Cutie,alternative rock;chamber pop;indie rock;indietronica;modern rock;seattle indie;washington indie,0.424,0.763
You Raise Me Up,57,Josh Groban,operatic pop,0.25,0.136
Like The Rain,56,Clint Black,contemporary country;country;country road,0.515,0.532
Calling All Angels,59,Train,dance pop;neo mellow;pop;pop rock,0.454,0.839
Mundian To Bach Ke,65,Panjabi MC,bhangra;classic bhangra;desi hip hop,0.777,0.852
Tourniquet,63,Evanescence,alternative metal,0.204,0.898
Hay Algo en Ti,65,"Luny Tunes;Noriega;Zion & Lennox;Tito ""El Bambino""",reggaeton;urbano latino,0.842,0.681
Always,56,blink-182,alternative metal;modern rock;pop punk;punk;rock;socal pop punk,0.456,0.95
Breathe,58,Michelle Branch,candy pop;lilith;neo mellow;pop rock,0.644,0.753
Chariot,55,Gavin DeGraw,neo mellow;pop rock,0.28,0.779
Hey Sexy Lady [feat. Brian & Tony Gold],63,Shaggy,pop rap;reggae fusion,0.942,0.499
Golden,55,My Morning Jacket,chamber pop;indie rock;jam band;louisville indie;melancholia;roots rock;stomp and holler,0.566,0.479
St. Anger,56,Metallica,hard rock;metal;old school thrash;rock;thrash metal,0.249,0.949
Adiós Amor,66,Conjunto Primavera,banda;musica chihuahuense;musica mexicana;norteno,0.637,0.794
Obsesion (No Es Amor) (feat. Baby Bash),57,Frankie J;Baby Bash,hip pop;pop rap;southern hip hop;urban contemporary,0.649,0.503
Take It Easy - 2013 Remaster,55,Eagles,album rock;classic rock;heartland rock;mellow gold;rock;soft rock;yacht rock,0.575,0.67
Y'all Want a Single,67,Korn,alternative metal;funk metal;hard rock;nu metal;post-grunge;rap metal;rock,0.758,0.8
Clean Up,57,Barney,cartoon;children's music,0.858,0.236
Heartbeats,60,The Knife,alternative dance;art pop;dance-punk;electronica;gothenburg indie;indietronica;neo-synthpop;new rave;swedish electropop;swedish synthpop;trip hop,0.645,0.732
Si Estuvieras Aquí,62,Los Toros Band,bachata dominicana;merengue,0.752,0.728
Collide - Acoustic Version,66,Howie Day,acoustic pop;neo mellow;pop rock,0.582,0.253
The Science of Selling Yourself Short,58,Less Than Jake,modern ska punk;pop punk;punk;ska;ska punk;skate punk,0.719,0.815
A Moment Like This,57,Kelly Clarkson,dance pop;pop;talent show,0.414,0.572
Title and Registration,56,Death Cab for Cutie,alternative rock;chamber pop;indie rock;indietronica;modern rock;seattle indie;washington indie,0.751,0.546
Under Control,61,The Strokes,alternative rock;garage rock;modern rock;permanent wave;rock,0.406,0.72
Anthem of Our Dying Day,58,Story Of The Year,neon pop punk;pop punk;screamo,0.388,0.8
Suffocate,56,Cold,alternative metal;industrial metal;nu metal;post-grunge,0.537,0.913
P.I.M.P. - Snoop Dogg Remix,55,50 Cent;Snoop Dogg,east coast hip hop;gangster rap;hip hop;pop rap;queens hip hop;rap,0.652,0.63
Tengo Miedo,65,Los Brios,grupera;mexican rock-and-roll;pop romantico;ranchera,0.714,0.696
Te necesito,73,Luis Miguel,bolero;latin pop,0.557,0.759
Satisfaction - Isak Original Extended,68,Benny Benassi;The Biz,edm;electro house;pop dance,0.793,0.698
Eat You Alive,64,Limp Bizkit,alternative metal;funk metal;nu metal;post-grunge;rap metal;rock,0.328,0.868
4Ever (feat. Fabolous),59,Lil' Mo;Fabolous,contemporary r&b;hip pop;r&b;urban contemporary,0.683,0.657
Aunque no te pueda ver,74,Alex Ubago,latin arena pop;latin pop;spanish pop;spanish pop rock,0.594,0.457
So Yesterday,60,Hilary Duff,dance pop;pop;post-teen pop,0.552,0.802
Cowboys Like Us,55,George Strait,contemporary country;country;country road,0.477,0.553
All That We Perceive,63,Thievery Corporation,downtempo;electronica;livetronica;trip hop,0.698,0.832
Just A Girl,59,No Doubt,dance pop;dance rock;permanent wave;pop rock;rock,0.635,0.937
晴天,67,Jay Chou,c-pop;mandopop;taiwan pop;zhongguo feng,0.547,0.567
Linda Mujer,55,Lil Rob,chicano rap;g funk;san diego rap,0.738,0.541
Common Man,56,John Conlee,classic country pop;country,0.792,0.605
"Ultimate - From ""Freaky Friday""/Soundtrack Version",57,Lindsay Lohan,dance pop;post-teen pop,0.487,0.807
Mi Peor Enemigo,54,Bronco El Gigante de America,banda;grupera;musica mexicana;norteno,0.738,0.787
Sweet Honey,55,Slightly Stoopid,reggae fusion;reggae rock,0.662,0.805
No Hay Manera,67,Akwid,chicano rap;latin hip hop;mexican hip hop,0.948,0.684
Chicago Is So Two Years Ago,57,Fall Out Boy,emo;modern rock;pop;pop punk;rock,0.63,0.946
Vaudeville Villain,59,Viktor Vaughn;MF DOOM,abstract hip hop;alternative hip hop,0.613,0.94
Mercy,61,10 Ft. Ganja Plant,east coast reggae;reggae;reggae rock;roots reggae,0.831,0.467
Dipset Anthem,57,The Diplomats,hardcore hip hop;harlem hip hop;southern hip hop,0.699,0.696
Rubber Band Man,56,T.I.;C. Harris,atl hip hop;dirty south rap;gangster rap;hip hop;pop rap;rap;southern hip hop;trap,0.601,0.768
Everytime,68,Britney Spears,dance pop;pop,0.398,0.284
Always,65,blink-182,alternative metal;modern rock;pop punk;punk;rock;socal pop punk,0.463,0.925
Corazón Solitario,64,Alberto Pedraza,cumbia sonidera;tropical,0.509,0.596
Rodeo Clowns,60,Jack Johnson,neo mellow,0.85,0.834
Cold,72,Crossfade,alternative metal;nu metal;post-grunge,0.451,0.815
Rosas,70,La Oreja de Van Gogh,latin arena pop;latin pop;mexican pop;spanish pop;spanish pop rock,0.783,0.693
Freek-A-Leek,71,Petey Pablo,crunk;dirty south rap;north carolina hip hop;southern hip hop,0.756,0.691
"Lo Que Pasó, Pasó",82,Daddy Yankee,latin hip hop;reggaeton;trap latino;urbano latino,0.819,0.741
Lovers And Friends,70,Lil Jon & The East Side Boyz;USHER;Ludacris,atl hip hop;atlanta bass;crunk;dirty south rap;old school atlanta hip hop;southern hip hop,0.675,0.501
All Falls Down,82,Kanye West;Syleena Johnson,chicago rap;hip hop;rap,0.657,0.734
